med_id,medicine_name,type,months_to_expiry,unit_cost
Y49L249128,Societycillin,Steroid,12,95
U70D876254,Suchstatin,Antihistamine,12,85
G20G556301,Yearin,Antipsychotic,12,90
A33G108253,Aroundstatin,Anticoagulant,12,80
Y57P868045,Skillcillin,Respiratory,12,45
P59T253113,Trystatin,Antihistamine,12,65
U59F930138,Shakevir,Anti-inflammatory,12,70
V95E877881,Examplein,MuscleRelaxant,12,300
P39Z14758,Talkin,Antiviral,12,550
O87T286485,Thirdol,Anticoagulant,12,200
W9R955550,Restcillin,Anticonvulsant,12,50
G79I448058,Fourstatin,Respiratory,12,60
N57T786912,Naturalzepam,Cardiovascular,12,70
U13S459323,Everythingxone,Cardiovascular,12,200
J64V311309,Rolezepam,Analgesic,12,145
E60C658704,Wordin,Vaccine,12,550
E90U125417,Smallin,Antiviral,12,85
T15R581945,Quiteol,Analgesic,12,150
W25J460351,Doctorvir,Antihypertensive,12,60
L25A442632,Piecezepam,Antipyretic,12,200
D70O250802,Socialin,Vaccine,12,110
G87R58988,Commercialin,Antipsychotic,12,650
A97I628441,Truestatin,Anticoagulant,12,85
M21D292160,Partycillin,Immunosuppressant,12,100
O94T724172,Managementcillin,Anticonvulsant,12,400
A65X493584,Bookstatin,Antihypertensive,12,80
U96W807046,Controlzepam,Cardiovascular,12,110
J22X726031,Firstin,Antibiotic,12,250
X39L191664,Leastvir,Vitamin,12,70
F27U75711,Hearin,Vitamin,12,650
T58Q451093,Religiouszepam,Anticoagulant,12,110
G35J597985,Benefitvir,Antipyretic,12,55
U27G15093,Fatherstatin,Cardiovascular,12,50
T98Y208051,Detailzepam,Vitamin,12,60
E31V166814,Mrol,Anticoagulant,12,300
L33B220848,Songzepam,MuscleRelaxant,12,650
X13J377606,Seexone,Immunosuppressant,12,200
S25E510012,Similarin,Antibiotic,12,50
U34V223102,Imagexone,Vitamin,12,85
G37J801186,Electionol,Antihypertensive,12,550
P39X350753,Paintingol,Steroid,12,300
L38X6162,Adultstatin,Antidepressant,12,650
L53F251356,Everybodyzepam,Anticoagulant,12,200
O54B443953,Identifyzepam,Anti-inflammatory,12,250
O72R881245,Skillin,Antidepressant,12,200
C72P25194,Optionxone,Antifungal,12,115
I38E40626,Workerol,Vitamin,12,115
I57I430119,Tozepam,Immunosuppressant,12,50
Q17I744354,Whiteol,Antidepressant,12,300
T19S756028,Entirecillin,Anticoagulant,12,50
X66N513859,Sevenol,MuscleRelaxant,12,300
C62T899295,Butxone,MuscleRelaxant,12,150
L18N219831,Bankol,Antihypertensive,12,250
U96M89427,Millionstatin,Anticonvulsant,12,60
L99O383076,Carryin,Steroid,12,85
H76T506512,Awaystatin,Antihistamine,12,120
X69Q725955,Southernxone,Vitamin,12,70
O33J403991,Cancillin,Antidepressant,12,80
H47T746579,Worryzepam,Steroid,12,55
E58W803177,Thesestatin,Antiviral,12,450
B72N743332,Relationshipin,Antihistamine,12,650
U33V916390,Sureol,Antihistamine,12,400
R31W510944,Availablestatin,Vitamin,12,65
P98G416328,Culturalstatin,Vaccine,12,250
O12V748495,Middlevir,Analgesic,12,65
K19M758621,Bagvir,Cardiovascular,12,400
R51W514613,Theirxone,Antipyretic,12,550
Y73J114291,Tryxone,Antibiotic,12,350
O54D730804,Anothervir,Antipsychotic,12,300
U79X382246,Redin,Antidepressant,12,65
D64F155277,Whatvir,Diuretic,12,110
C7H880478,Generationol,Antipsychotic,12,300
Z5L652783,Stopstatin,Antiviral,12,70
E38T651743,Messagestatin,Antidepressant,12,400
O83E164403,Professionalstatin,Antipsychotic,12,90
I38A724928,Fewstatin,Antihypertensive,12,550
G47U816206,Servicestatin,Vaccine,12,450
B92N219482,Drugvir,Anticonvulsant,12,90
O33A140678,Soonol,Diuretic,12,50
Z46V800279,Suchvir,Analgesic,12,85
X59B637557,Caseol,Antihistamine,12,100
R16D447276,Studycillin,Antifungal,12,110
U73A804586,Cupin,Immunosuppressant,12,250
L44N168004,Reasoncillin,Immunosuppressant,12,250
R80P869144,Coachin,Anticoagulant,12,250
T14L644977,Tablestatin,Cardiovascular,12,65
X27R586342,Messagestatin,Anti-inflammatory,12,300
Z64N739450,Particularlystatin,Antipyretic,12,50
D86X790034,Herstatin,Antipyretic,12,60
D26I698677,Watchstatin,Vitamin,12,50
G66B385949,Buildingxone,Antifungal,12,75
I53X577471,Teachzepam,Anti-inflammatory,12,105
W72V425573,Ontovir,Antiviral,12,65
M6I592041,Eatvir,Diuretic,12,450
H29G578241,Poorol,Antipyretic,12,200
Q60A436922,Staffvir,Cardiovascular,12,200
R7R2286,Todayvir,Analgesic,12,400
U96E208571,Compareol,Analgesic,12,600
O35V919406,Barin,Anticonvulsant,12,400
U18J839746,Marketcillin,Antifungal,12,100
O54I454096,Studentxone,Cardiovascular,12,400
I62Z538357,Fullvir,Vitamin,12,650
E20E634558,Traditionalin,Steroid,12,105
R18P352980,Sometimeszepam,Immunosuppressant,12,550
U43O448709,Bothcillin,Antifungal,12,450
A92T101133,Governmentvir,Cardiovascular,12,550
W96N603583,Protectxone,Antidepressant,12,55
V69A631346,Ratevir,Antipsychotic,12,150
R60W565753,Seemin,Diuretic,12,650
F4M13360,Westol,Steroid,12,300
T63N608523,Lifevir,Steroid,12,400
S71Y758422,Letvir,Cardiovascular,12,600
L9E463,Shakezepam,Antifungal,12,300
B1P915872,Hospitalstatin,Antiviral,12,65
R81M391124,Impactzepam,Steroid,12,200
J43I164817,Yearzepam,Antibiotic,12,350
O90L835896,Futurexone,Vaccine,12,200
G40M271777,Songvir,Antihistamine,12,300
U63H661119,Theirol,Immunosuppressant,12,110
J51D670755,Morecillin,Antipsychotic,12,80
T1X124260,Itsstatin,Anticonvulsant,12,150
A27B674237,Aboutin,MuscleRelaxant,12,500
E71C385022,Sevenol,Immunosuppressant,12,135
O75W297854,Especiallyvir,Vitamin,12,70
P90C405776,Beginzepam,Vitamin,12,550
P98P97733,Preventcillin,Antiviral,12,100
M0N784633,Everythingvir,Antipyretic,12,600
N91N925461,Playstatin,Analgesic,12,85
K13K715235,Bestvir,Anticonvulsant,12,55
C53Z578833,Relatestatin,Diuretic,12,95
G28W905211,Occurxone,Antihistamine,12,85
C76P606469,Thisin,Immunosuppressant,12,500
O3E691435,Despiteol,Anticonvulsant,12,250
B63I386215,Whencillin,Respiratory,12,110
P66F412850,Hopexone,Anticoagulant,12,90
S45M122425,Agencyin,Antipsychotic,12,45
E21I129792,Oilcillin,Antifungal,12,300
G9Q164800,Areacillin,MuscleRelaxant,12,400
K98P152096,Paintingcillin,Antidepressant,12,70
O25X736477,Changein,Vitamin,12,120
P48H639876,Manvir,Anti-inflammatory,12,650
M50A767166,Discussionin,Antiviral,12,200
M6U252893,Laterzepam,Vaccine,12,50
B67H68862,Institutionstatin,Antihistamine,12,350
N23Q912356,Finalvir,MuscleRelaxant,12,75
L85X173228,Methodcillin,Vaccine,12,200
H91L102227,Redvir,Analgesic,12,65
Z5I967022,Eitherstatin,Analgesic,12,90
I41R546545,Piecezepam,Antihistamine,12,400
J88S266636,Mrsol,Anticoagulant,12,350
W26J808383,Significantvir,Anti-inflammatory,12,250
O83X533226,Indeedol,Anti-inflammatory,12,100
K49L963412,Takein,Cardiovascular,12,250
L87S114774,Lotol,Diuretic,12,120
G86E580715,Happenol,Antihypertensive,12,110
H53R153710,Intoxone,Antifungal,12,300
A6P711695,Friendvir,Antipyretic,12,85
D52V486715,Listin,Anticoagulant,12,350
H41G56851,Momentvir,Antipsychotic,12,110
S29R61955,Optionstatin,Anticonvulsant,12,85
S37X938598,Cellcillin,Antiviral,12,550
U9P684231,Membervir,Antipsychotic,12,500
T14B16530,Factol,Antidepressant,12,450
S56Z824305,Conferencecillin,Steroid,12,150
J54L103412,Throughoutin,Antipsychotic,12,115
B89W44142,Finallycillin,Immunosuppressant,12,300
G3D492568,Qualitycillin,Antidepressant,12,500
S82X322282,Thesestatin,Anticonvulsant,12,85
T27C925312,Leaderin,Vaccine,12,115
U18G227759,Electionol,Analgesic,12,450
Z95P391151,Optionxone,Antihistamine,12,70
J80J754953,Hospitalcillin,Steroid,12,135
J51V94837,Giveol,Respiratory,12,300
C54F259722,Shortstatin,Anticoagulant,12,95
U47J685650,Listenzepam,Antipyretic,12,300
M19U795795,Yesstatin,Antipsychotic,12,200
M26V105199,Articlein,Immunosuppressant,12,140
L54J820385,Nationcillin,Cardiovascular,12,450
C38U226971,Finishstatin,Antihistamine,12,100
F72N162943,Popularstatin,Anticoagulant,12,120
W29Q551640,Laystatin,Anticoagulant,12,90
Q34L440774,Radiozepam,Anticonvulsant,12,600
X28H798085,Customerin,Antidepressant,12,75
U41U525946,Agentzepam,MuscleRelaxant,12,200
C69C414122,Townol,Antipsychotic,12,110
J25I762972,Alwaysin,Antibiotic,12,400
F61B802064,Governmentcillin,Vaccine,12,50
R15Q33759,Armxone,Antipyretic,12,550
B13W439960,Bevir,Antipsychotic,12,45
H38J325310,Aheadvir,Vaccine,12,75
L7L395453,Bloodxone,Antipyretic,12,450
B12N342453,Otherstatin,Diuretic,12,120
Z59L666534,Drawzepam,Cardiovascular,12,500
U47S558132,Reflectcillin,Antihistamine,12,550
W10Y796090,Sayin,Antihypertensive,12,350
X81I826222,Mentionin,Antibiotic,12,55
H77X545628,Qualitystatin,Antibiotic,12,110
W67H64688,Canxone,Antibiotic,12,65
W90N724113,Ontool,Antihypertensive,12,250
F14G139514,Commercialstatin,Anticoagulant,12,350
C61A750648,Laughstatin,Antiviral,12,650
O38V333979,Millionin,Analgesic,12,450
S41B459045,Beforestatin,Antifungal,12,65
P27W44102,Tencillin,Vaccine,12,200
Z79D345751,Edgein,Antihypertensive,12,400
K1R591223,Reduceol,Vitamin,12,100
Z59Z335386,Travelol,Vitamin,12,115
G44M818350,Seecillin,Antihypertensive,12,650
O55W20366,Internationalvir,Cardiovascular,12,600
O37I380819,Recentvir,Vaccine,12,400
S50Y222126,Fieldstatin,Antibiotic,12,85
V41I942776,Executivezepam,Antipsychotic,12,500
L57P103118,Partvir,Antihistamine,12,600
C28D732268,Niceol,Antihistamine,12,200
Z41E312878,Askxone,Vitamin,12,65
E5Q19062,Moneystatin,Vitamin,12,45
W3H882527,Totalzepam,MuscleRelaxant,12,200
A7F351314,Hopexone,Antipyretic,12,500
U25B323833,Companyin,Respiratory,12,350
W49N128366,Presentol,Anticoagulant,12,105
O31S170190,Wordstatin,Steroid,12,600
K40B982098,Agreementzepam,Respiratory,12,300
M4Z634676,Duringcillin,Antidepressant,12,110
S9K281794,Spendcillin,Antihistamine,12,105
I84F711062,Actcillin,MuscleRelaxant,12,55
Z68F898078,Leastol,Anticonvulsant,12,80
S25V9056,Animalin,Antidepressant,12,250
K58P958824,Benefitxone,Anticonvulsant,12,300
Q69J872132,Debateol,Vaccine,12,65
Y1H779939,Staycillin,Anticonvulsant,12,75
L39C34182,Astatin,Antibiotic,12,300
V47S115804,Boyxone,Cardiovascular,12,200
Y63Y553079,Prepareol,Diuretic,12,400
Y56Y185647,Tripin,Antipyretic,12,60
L58C791284,Degreevir,Diuretic,12,105
W29C686205,Throughstatin,Antihypertensive,12,650
D19X360593,Someonein,Antidepressant,12,600
E2P270693,Candidatexone,Anticonvulsant,12,400
B96Z625686,Authorxone,Analgesic,12,250
A35E51712,Hotelin,Vitamin,12,55
P16A418080,Wellvir,Antidepressant,12,450
U42Q915973,Insidein,MuscleRelaxant,12,600
V87M672710,Tendxone,Antibiotic,12,600
H91T482743,Mainol,Antiviral,12,75
E12F347067,Writezepam,Diuretic,12,550
Z35N930860,Televisionxone,Steroid,12,200
N97L651191,Speakol,Anticoagulant,12,65
W79Q954887,Alwaysvir,Antipyretic,12,65
E91C72127,Cityzepam,Antifungal,12,650
E91I738414,Leadstatin,Respiratory,12,650
J75A151014,Movezepam,Antipsychotic,12,400
U2U75725,Allcillin,Anticoagulant,12,150
Z35A385889,Whitexone,Analgesic,12,115
S35A476083,Coachzepam,Antiviral,12,300
Q74T78646,Throughvir,Antihypertensive,12,400
J21D451937,Admitol,Immunosuppressant,12,100
L4X148088,Badxone,Analgesic,12,250
I48Y511126,Lowzepam,Antibiotic,12,200
U27O267437,Signol,Antipyretic,12,250
W27F32088,Askxone,Respiratory,12,95
A4V299470,Manyvir,Steroid,12,70
Q82I376901,Reducexone,Antibiotic,12,100
Y16Y718236,Whomvir,Analgesic,12,55
D35Q255292,Largecillin,Cardiovascular,12,115
U62X619628,Discoverzepam,Diuretic,12,110
K9F248615,Richol,Antifungal,12,300
D3T340928,Sharezepam,Anticoagulant,12,250
H0E738423,Talkol,Steroid,12,115
E39I823479,Maystatin,Vaccine,12,150
Y43V179925,Occurstatin,Analgesic,12,105
T52F408779,Foodvir,Antiviral,12,300
L36Q667426,Smallvir,Steroid,12,250
L88M875197,Ideaxone,Vaccine,12,80
G68D413740,Bothxone,Steroid,12,95
B80T995638,Collectioncillin,Antihistamine,12,75
W62T449453,Pastcillin,Vitamin,12,300
B54Q696536,Generationcillin,Antiviral,12,450
G92P155447,Seasonvir,Analgesic,12,300
Q23M250613,Treatmentstatin,Analgesic,12,650
E21F603816,Suchin,Antibiotic,12,110
V11W107719,Effortin,Diuretic,12,300
V31H356864,Backin,Vaccine,12,115
Y87U118665,Tendstatin,Antifungal,12,70
C52T131339,Shortcillin,Anticonvulsant,12,300
J29J547476,Managementin,MuscleRelaxant,12,650
K49T980939,Establishstatin,Antiviral,12,80
P86Y933471,Interestin,Analgesic,12,105
C83Y664479,Letterzepam,Vitamin,12,400
G13I843686,Presentxone,MuscleRelaxant,12,55
I22O279363,Preparestatin,Diuretic,12,85
X15C71452,Toostatin,Antipsychotic,12,300
B96N256090,Officercillin,Vitamin,12,200
C35S537243,Twozepam,Analgesic,12,600
K76G109408,Sendzepam,Analgesic,12,65
U53R926218,Skillvir,Cardiovascular,12,75
Y37C225834,Brothervir,Antifungal,12,100
H0P661819,Justcillin,Analgesic,12,80
I93G451191,Prettyzepam,Antiviral,12,400
Z49F187693,Lesscillin,MuscleRelaxant,12,50
A81V33896,Memberzepam,Cardiovascular,12,75
D60M370116,Somestatin,Antipsychotic,12,550
F39T617459,Minutevir,Antifungal,12,200
S62O347115,Fiveol,Vitamin,12,300
F64E559673,Nearlyin,Anticonvulsant,12,130
F10D455027,Effortin,Steroid,12,115
K54I366745,Mindol,Anticonvulsant,12,100
S4H581340,Coupleol,Cardiovascular,12,300
Q32N677387,Foreignin,Immunosuppressant,12,200
U88G907276,Windowstatin,Vaccine,12,300
F25D489543,Eightzepam,Antipsychotic,12,450
P19T840901,Eachin,Antibiotic,12,450
J74C725715,Personin,Antifungal,12,300
N72M487254,Heol,Antidepressant,12,450
T35V307805,Drugzepam,Anti-inflammatory,12,60
G39J896696,Collectionzepam,MuscleRelaxant,12,95
L72L757587,Leftol,Anticoagulant,12,105
R12W900021,Ratherzepam,Antifungal,12,70
X6M759564,Investmentvir,Antihistamine,12,110
W60P487489,Sizecillin,Cardiovascular,12,75
Z71R29085,Actol,Antiviral,12,300
I99U564959,Resultin,Antihypertensive,12,75
O67H902503,Managerxone,MuscleRelaxant,12,115
L99M161354,Starzepam,Diuretic,12,120
O25R164626,Whystatin,Steroid,12,250
X72Y120238,Landcillin,Respiratory,12,600
H69E148917,Manol,Antibiotic,12,300
N68N195348,Workerol,Respiratory,12,65
T21A516180,Findxone,Respiratory,12,55
O56K211213,Stillvir,Respiratory,12,55
P18R362497,Stylevir,Antiviral,12,450
T95L731089,Becomein,Immunosuppressant,12,100
Z56Q920178,Ratecillin,Steroid,12,110
G50N476894,Leadervir,Vitamin,12,350
K47V725816,Specialin,Antipyretic,12,90
A76V29327,Fundxone,Diuretic,12,105
J9R328427,Openzepam,Antipyretic,12,300
E10R265048,Yardin,Anticonvulsant,12,300
I46U537810,Populationcillin,Antifungal,12,400
R23U283,Wifevir,Antipsychotic,12,60
S35W891143,Identifyin,Antifungal,12,120
K21Y29303,Hisvir,Antidepressant,12,250
W6W996176,Speechin,Antipyretic,12,400
L49Y995110,Daughterin,Anticoagulant,12,350
Q12T18007,Somebodystatin,Cardiovascular,12,110
U43A556489,Politicsin,Steroid,12,250
W44T816898,Finecillin,Antihistamine,12,80
M95A670288,Shestatin,Antipyretic,12,300
U80F83627,Returnzepam,Antidepressant,12,80
X61A569505,Firevir,Antidepressant,12,80
Q84A248189,Bexone,Antiviral,12,550
C29R54563,Youngstatin,Antihistamine,12,450
S14W248038,Throwcillin,Antihistamine,12,120
B26N116367,Asvir,Respiratory,12,450
N50E185298,Adultin,Antipsychotic,12,350
R24Z351063,Environmentalin,Antibiotic,12,75
R37N160501,Whileol,Steroid,12,85
V11X749767,Studentol,Antibiotic,12,250
X47D29197,Listenstatin,Vaccine,12,200
H19F106325,Fieldin,Antifungal,12,500
C85M143928,Tablevir,Antipyretic,12,250
U52Q634770,Actioncillin,Antiviral,12,75
R9Q483175,Checkvir,Immunosuppressant,12,75
N33G104507,Hourzepam,Antibiotic,12,150
G81C816200,Opportunityin,MuscleRelaxant,12,70
O78S318296,Dropzepam,Anti-inflammatory,12,500
N57U52500,Kindol,Respiratory,12,90
C38U642973,Nextzepam,Antiviral,12,55
L11R640020,Stopcillin,Vaccine,12,115
X78O75639,Keystatin,Antibiotic,12,105
I77U962223,Surfaceol,Antidepressant,12,115
M25Y583449,Anyxone,Antipsychotic,12,85
X31J341581,Fromcillin,Anticoagulant,12,75
D94P666169,Redol,Diuretic,12,70
U45H296873,Dropvir,Anti-inflammatory,12,65
M31H844188,Participantxone,Anticonvulsant,12,85
D99X47205,Treatcillin,Antidepressant,12,200
W19T945315,Responsestatin,Diuretic,12,350
T95Z902311,Churchzepam,Steroid,12,115
H12Z120847,Sendcillin,Vaccine,12,100
C0A774126,Investmentcillin,Antipsychotic,12,150
P21H313695,Scienceol,Antihypertensive,12,80
X74M880461,Tellxone,Steroid,12,65
O12V422915,Moneyxone,Antihypertensive,12,110
A66I352,Mancillin,Respiratory,12,90
A77C332876,Workxone,Antibiotic,12,105
X27R512261,Organizationstatin,Immunosuppressant,12,120
G65Z395437,Representstatin,Antipyretic,12,300
B22L116132,Groupxone,Analgesic,12,70
F12E45265,Strategyzepam,Respiratory,12,450
W58X153163,Offerol,Anticonvulsant,12,80
X94J400819,Coverstatin,Anti-inflammatory,12,650
R18H288709,Togetherol,Vitamin,12,350
Z89K889304,Thosein,Antihypertensive,12,105
T68V634824,Closexone,Respiratory,12,200
O55A286982,Seemxone,Antihypertensive,12,60
O68E592331,Orderin,Vitamin,12,120
I25X456428,Debatezepam,Antihistamine,12,150
F4N587604,Neverxone,Antipyretic,12,300
S73N39329,Tenin,Anti-inflammatory,12,120
S46V942856,Humanstatin,Vitamin,12,100
I95T135806,Financialxone,Immunosuppressant,12,55
D69Z876442,Rateol,Anticonvulsant,12,200
P93B849138,Staffvir,Analgesic,12,115
W58F670894,Propertyxone,Anticoagulant,12,350
P34S433474,Laststatin,Analgesic,12,550
D64M972507,Stepzepam,Anti-inflammatory,12,150
E52B464860,Growthstatin,Anticonvulsant,12,90
D42U734874,Dreamstatin,Immunosuppressant,12,550
B89Q360322,Familycillin,Analgesic,12,70
V92I294222,Believexone,Anticoagulant,12,350
L97H737529,Picturevir,Antipsychotic,12,95
G88J27764,Agreexone,Anti-inflammatory,12,350
H87X520098,Checkzepam,Antihypertensive,12,55
G11J722802,Realstatin,Antipsychotic,12,70
B1X603893,Walkzepam,Diuretic,12,300
Y46H462968,Believevir,Anti-inflammatory,12,600
N20X220461,Truthol,Antibiotic,12,650
O68H727133,Causexone,Antihistamine,12,120
V58L909473,Intovir,Steroid,12,65
K21Y378645,Standardol,Antipsychotic,12,50
Q99Q237770,Articlecillin,Vaccine,12,55
T31W782430,Roleol,Antidepressant,12,450
N13V618039,Thingol,Antipyretic,12,115
F40D264801,Healthin,Vitamin,12,95
N9C730811,Thein,Antidepressant,12,150
C28K51470,Commercialin,Vitamin,12,300
C87J807769,Samezepam,Anti-inflammatory,12,350
O65F604314,Debatein,Respiratory,12,45
C60P108831,Itin,Antibiotic,12,150
T51N900513,Ballin,Antipyretic,12,400
Q41R503125,Changecillin,Anticoagulant,12,300
L70R409708,Specificvir,Respiratory,12,450
L23X858185,Conferencecillin,Vitamin,12,250
Z59U636611,Relationshipzepam,Respiratory,12,80
S28O265073,Wifevir,Anticonvulsant,12,250
J58V179491,Sectionvir,Diuretic,12,100
U92G248454,Areaol,Antiviral,12,70
E73F677135,Receivein,Antibiotic,12,400
S31W521357,Tradein,Respiratory,12,150
D41V733172,Boyin,Anticonvulsant,12,60
T84E554496,Programol,MuscleRelaxant,12,85
S45I285372,Sonvir,Anti-inflammatory,12,350
T78H374061,Strongstatin,Immunosuppressant,12,150
O70S434575,Riskxone,Antipsychotic,12,350
M59L81460,Possiblezepam,Steroid,12,110
A13B988306,Reducexone,Antihistamine,12,650
W45Z874762,Heartvir,Analgesic,12,75
W33N13432,Aftervir,Anti-inflammatory,12,65
Q53W749339,Productvir,Vaccine,12,120
T86I853022,Truthzepam,Anticonvulsant,12,650
J19O537049,Studentxone,Antiviral,12,250
P57G577205,Realstatin,Analgesic,12,550
V14U110550,Pagexone,Diuretic,12,100
M63H50953,Secondxone,Antipyretic,12,250
K47Z384981,Musicvir,Anti-inflammatory,12,650
V73N866065,Totalstatin,Antihistamine,12,450
L31Y235014,Skillzepam,Diuretic,12,650
W2D223041,Sendxone,Analgesic,12,85
V88N709854,Himselfol,Steroid,12,70
G78F367051,Thenol,Vitamin,12,70
H78L298369,Presidentol,Anti-inflammatory,12,120
C7N197971,Herselfcillin,Antipyretic,12,70
H42R815321,Timestatin,Analgesic,12,500
C47E17201,Fearzepam,Antihypertensive,12,550
T64X117696,Sortstatin,Antihistamine,12,55
O24S863490,Stagexone,Anticoagulant,12,55
F18Y402313,Foreignstatin,Anti-inflammatory,12,150
S61B34669,Networkcillin,Antihypertensive,12,50
B3I610944,Howevervir,Antibiotic,12,95
B41Y801339,Productionvir,Diuretic,12,250
X68S429562,Uscillin,Analgesic,12,350
V91T931979,Fightin,Antipsychotic,12,105
Z78G799657,Popularcillin,Antihypertensive,12,300
J19K593491,Nearlyvir,Antihypertensive,12,55
G10P339558,Himselfin,Diuretic,12,650
Q99Z312828,Thezepam,Antifungal,12,350
O94S373336,Situationzepam,Antipyretic,12,110
C88S895153,Addresszepam,Steroid,12,70
R24X143857,Applyvir,Antiviral,12,600
R55V116548,Seevir,Respiratory,12,600
Y22E271472,Schoolin,Anticonvulsant,12,60
F81A294717,Healthzepam,Immunosuppressant,12,550
E99J392403,Teamstatin,Antibiotic,12,550
B19K764088,Subjectvir,Anticonvulsant,12,100
D73W422255,Managementvir,Vitamin,12,85
S56O832573,Largevir,Anticonvulsant,12,500
G30X993437,Callin,Cardiovascular,12,120
J38K308525,Thankxone,Vaccine,12,70
S1L197352,Majorcillin,Respiratory,12,110
L61R324684,Classcillin,Respiratory,12,500
Y43D565990,Quitestatin,MuscleRelaxant,12,550
Q27V256116,Holdstatin,MuscleRelaxant,12,400
J52L590658,Wouldin,Steroid,12,300
R71F321419,Thingstatin,MuscleRelaxant,12,75
I66G347308,Boyxone,Immunosuppressant,12,75
T91Q208081,Otherszepam,Vaccine,12,60
R11Q499256,Freein,Vitamin,12,350
L68F564380,Justvir,Cardiovascular,12,300
P61N207030,Somethingzepam,Antidepressant,12,400
V20I195811,Bloodxone,Analgesic,12,105
C56B854294,Yeszepam,Immunosuppressant,12,350
D27A296784,Byvir,Antidepressant,12,400
S47E459281,Changeol,Vitamin,12,450
K68W343853,Eventvir,Anticonvulsant,12,450
T9N233371,Centurycillin,Antihypertensive,12,95
W66E199509,Everin,Antihypertensive,12,300
G35X766097,Largeol,Cardiovascular,12,650
E48K928525,Sourcezepam,MuscleRelaxant,12,150
Y85Z752780,Suffercillin,Respiratory,12,115
O72Y21589,Performin,Vitamin,12,550
C8Q514215,Teamin,MuscleRelaxant,12,250
S7X793643,Fishstatin,Antidepressant,12,350
P75Y478525,Forgetvir,Antipyretic,12,300
E99D113986,Entirein,Antifungal,12,350
D50X675230,Leavecillin,Anti-inflammatory,12,300
J16L119277,Healthstatin,Antipyretic,12,70
Z71L654612,Troublevir,Antihypertensive,12,450
T99A711638,Sellstatin,Steroid,12,55
J14H451983,Placevir,Vitamin,12,145
J78Q351029,Streetvir,Steroid,12,90
Q26N639337,Analysisstatin,Diuretic,12,65
D32I740418,Oncecillin,Anti-inflammatory,12,125
I71K630632,Actcillin,Antiviral,12,500
N48L438119,Insidezepam,Antibiotic,12,500
L43A630992,Societystatin,Antifungal,12,250
N34P997912,Discusszepam,Antiviral,12,50
W82W241675,Alwaysol,Vitamin,12,120
N27C267015,Startin,Respiratory,12,300
N93Y314389,Futurein,Antihypertensive,12,350
E61F4475,Strongcillin,Cardiovascular,12,60
P11W96446,Morecillin,Antihypertensive,12,450
I24C638073,Chairxone,Antidepressant,12,50
M67U609077,Knowin,Vaccine,12,105
C93M340366,Crimein,Antihypertensive,12,300
E49N749556,Adultzepam,Diuretic,12,85
U98N210473,Discoverol,Antihypertensive,12,95
I79I389186,Heartvir,Analgesic,12,120
R42S296259,Theoryin,Diuretic,12,350
Q4E663113,Kitchenin,Cardiovascular,12,85
N87M880018,Wincillin,Respiratory,12,50
L61M438958,Storycillin,Steroid,12,150
Q14A123977,Hugevir,Antipsychotic,12,400
S81O782071,Putvir,Immunosuppressant,12,60
R27Q661837,Usvir,Antipyretic,12,400
D74X717417,Analysisstatin,Antifungal,12,75
B85V356851,Seemin,Antifungal,12,80
H7W419882,Growthxone,Immunosuppressant,12,300
E99K776337,Fewcillin,Antidepressant,12,150
P17O820776,Latestatin,Antipyretic,12,140
R34E884703,Governmentstatin,Antihistamine,12,130
Z74Y973604,Girlstatin,Vitamin,12,300
B40T306000,Sciencexone,Antifungal,12,650
A55C485080,Investmentcillin,Antiviral,12,200
G17Y265862,Languagein,Antiviral,12,400
W6A366019,Performzepam,Anti-inflammatory,12,650
Z5Y998314,Addol,Immunosuppressant,12,125
O47L395472,Westzepam,Anti-inflammatory,12,200
S41G44012,Treeol,Antihypertensive,12,350
C65J913193,Stepin,Anticoagulant,12,105
O42E814509,Patterncillin,Anticonvulsant,12,300
A58C498845,Specialxone,Anticonvulsant,12,50
X84R24990,Thousandol,Antifungal,12,55
Y14R109621,Suddenlycillin,Steroid,12,115
Z32N85968,Testin,MuscleRelaxant,12,450
Z53D357136,Thanin,Steroid,12,55
H84G350286,Teachcillin,Analgesic,12,200
O72G964127,Notecillin,Analgesic,12,250
T13Y995582,Lesszepam,Analgesic,12,350
D13G398216,Coursevir,Antiviral,12,300
E26F388532,Commercialxone,Analgesic,12,300
K57F10730,Feelzepam,Respiratory,12,300
F95U114263,Phonestatin,Antiviral,12,650
F25A903116,Redvir,Antihistamine,12,200
W81R843705,Increasein,Vitamin,12,115
W37T259384,Someonein,Steroid,12,250
J65P944504,Internationalin,Antihistamine,12,300
Q11K184737,Redcillin,Antihistamine,12,200
C68R129998,Politicsxone,Antiviral,12,50
P15Z916556,Surestatin,Antihistamine,12,450
T69Y498218,Resourcexone,Steroid,12,115
E88C695995,Ratherxone,Antipsychotic,12,75
P26G31851,Readyxone,Analgesic,12,50
O43V143109,Beol,MuscleRelaxant,12,70
M83T177363,Tocillin,Cardiovascular,12,600
Q0R72110,Roomzepam,Respiratory,12,115
E25D889655,Waterzepam,Vaccine,12,650
T1G685653,Representxone,Steroid,12,95
H83L277918,Preparezepam,Respiratory,12,80
Y81G345589,Cameraxone,Antihypertensive,12,650
G39M905290,Richstatin,Anticoagulant,12,95
N11W833033,Axone,MuscleRelaxant,12,500
E70S390751,Humanin,MuscleRelaxant,12,400
X0N976593,Abovevir,Anti-inflammatory,12,650
